customer_id,full_name,email,phone,address,date_of_birth,age,job,marital,education,has_default,balance,has_housing_loan,has_personal_loan,contact_type,last_contact_day,last_contact_month,last_contact_duration_sec,campaign_contacts,days_since_prev_contact,previous_contacts,previous_outcome,subscribed_deposit,country,zip_code,language
BM-00555,Mrs Joan Moore,cindy37@example.net,+34883259269,"Rambla de Calista Boix 955, Baleares, 40700",1948-04-08,78.0,unemployed,married,tertiary,no,4335.57,yes,no,unknown,9,jun,1008.0,40,216,8,success,no,ES,13871,
BM-00556,Dominique Reynaud Le Boulay,annette87@example.net,+33 1 69 09 96 58,"Calle Clementina Neira 45, Castellón, 04669",1984-11-15,41.0,housemaid,married,tertiary,no,396.13,yes,no,cellular,13,oct,1634.0,30,704,4,success,no,SE,81186,es
BM-00557,Brandy Mitchell,malenavina@example.com,+1-380-295-9226x793,"avenue Étienne Clément, 35337 BruneauVille",1949-10-24,76.0,management,single,tertiary,no,-1243.79,yes,yes,telephone,11,jan,508.0,48,418,0,other,no,PL,84663,pl
BM-00558,Moreno del Arranz,sbarth@example.com,+44(0)1174960062,"5782 Lopez Road Suite 648, Jordanton, NE 49756",2002-05-24,23.0,management,married,unknown,unknown,585.31,yes,yes,cellular,16,dec,3049.0,12,568,15,failure,no,PL,06577,
BM-00559,Sigfrido Ribas Lozano,lsalcedo@example.org,618-878-0402x5415,"Stretto Ennio, 15 Piano 5, 25042, Borno (BS)",1945-11-02,80.0,self-employed,divorced,tertiary,no,6602.54,no,yes,unknown,14,jun,868.0,49,803,19,success,no,SK,82724,pt
BM-00560,Henri Mary,thibautdufour@example.net,0141 4960624,"Cañada de Carlito Luque 60, Zaragoza, 30124",1971-05-09,54.0,services,single,unknown,unknown,3650.64,no,no,unknown,4,jul,2155.0,28,498,9,other,no,HU,07208,nl
BM-00561,Bryan Francis,pinolhermenegildo@example.com,04999383470,"Borgo Maria, 464, 16156, Genova (GE)",1993-01-18,33.0,retired,single,unknown,yes,-2755.79,yes,yes,telephone,10,apr,1489.0,48,547,7,other,yes,EE,08084,de
BM-00562,Annerose Weimer MBA.,rolandoniggli@example.net,660-396-5003,"9400 Patrick Trail Suite 960, Marychester, MS 88044",2008-02-05,18.0,admin,married,unknown,yes,5861.74,no,no,cellular,8,dec,2809.0,17,775,11,failure,no,DE,49400,en
BM-00563,Nath-Capucine Imbert,svenoestrovsky@example.org,+1-251-211-1383x27429,"Camino de Clara Luís 67 Piso 6 , Granada, 40153",1949-12-18,76.0,unemployed,single,tertiary,yes,-395.74,no,yes,telephone,9,nov,630.0,48,86,4,success,no,PT,10220,it
BM-00564,Jessica Martin,patricia45@example.net,+49(0)2734353318,"Vial de Natanael Aznar 71 Apt. 93 , La Rioja, 28631",2000-06-25,25.0,technician,married,secondary,unknown,-2006.83,yes,yes,unknown,28,jan,2212.0,32,894,22,other,no,LU,77473,it
BM-00565,Catherine Kelley,kimberleymoore@example.org,001-927-510-8550x9689,"416 Ryan Trail, Maryville, NJ 25107",1949-08-23,76.0,management,single,secondary,unknown,-1660.34,no,yes,cellular,30,mar,3971.0,28,646,23,unknown,no,IE,22729,pt
BM-00566,Arnaldo Mancini,haufferdaria@example.org,+44(0)306 9990334,"Avenida Paula Saldaña 63 Piso 4 , Asturias, 24269",1942-11-07,83.0,self-employed,single,tertiary,yes,4144.98,yes,no,cellular,28,may,2195.0,35,466,16,failure,no,GB,12026,en
BM-00567,Taylor Miller,mariana63@example.net,+34884 77 20 41,"Urbanización de Alejandra Roma 2 Apt. 65 , Álava, 36382",1987-09-12,38.0,student,single,tertiary,yes,-3252.32,no,no,telephone,5,mar,89.0,21,192,25,other,no,US,44757,en
BM-00568,Remigio Millán,abilio33@example.org,+34846 846 306,"Ziegertplatz 530, 10979 Rudolstadt",1978-11-16,47.0,admin,single,tertiary,yes,1000.78,no,no,cellular,13,feb,2467.0,22,730,9,unknown,no,CZ,90176,fr
BM-00569,Hans-Peter Klingelhöfer,rousseaucolette@example.org,+39 05210254227,"546 Houston Road, Emilyfurt, RI 32439",1983-08-14,42.0,technician,single,tertiary,no,321.31,yes,no,unknown,2,aug,286.0,49,78,6,failure,no,CY,41862,
BM-00570,Piersanti Collodi,bernadette68@example.org,+33 4 73 20 20 61,"Sibille-Eberth-Allee 15, 98275 Melsungen",1963-06-11,62.0,blue-collar,married,unknown,yes,-3666.74,no,no,telephone,13,jun,2194.0,18,548,22,other,yes,GB,84830,es
BM-00571,Heidi Weller B.Eng.,trichardson@example.com,+34982 024 877,"Christof-Paffrath-Straße 3/2, 90220 Wunsiedel",1950-04-02,76.0,self-employed,single,primary,no,-189.46,yes,no,unknown,29,jul,3827.0,32,216,14,success,no,LT,98877,fr
BM-00572,Jason Cantrell,sigmundnette@example.com,+49(0)1667 428326,"Strada Sylvia, 8, 35136, Padova (PD)",1994-08-13,31.0,technician,married,unknown,yes,-336.17,no,no,cellular,5,jul,1242.0,47,938,2,unknown,no,BE,09465,fr
BM-00573,Juanito Castilla Uriarte,griffithsmelanie@example.net,987.600.0375x278,"19 Rita Knoll, Graemeport, S52 8XU",1961-05-20,64.0,retired,single,tertiary,no,6900.14,no,yes,cellular,18,mar,2397.0,38,582,0,success,yes,DE,07370,de
BM-00574,Stacy West,hschomber@example.net,+49 (0) 5736 312811,"42, avenue de Chauvin, 56600 Carre",2000-05-27,25.0,entrepreneur,married,secondary,unknown,172.92,yes,yes,unknown,30,feb,2465.0,38,29,14,failure,no,HR,44591,
BM-00575,Sosimo Exposito-Andres,porfirio25@example.com,(0121) 496 0981,"Vicolo Bianchini, 47 Piano 3, 81016, Piedimonte D'Alife (CE)",1974-03-28,52.0,student,divorced,secondary,no,5116.49,yes,yes,unknown,2,jul,2772.0,1,462,21,unknown,no,CY,83157,de
BM-00576,Chelsea O'Connor,andree52@example.org,+33 (0)1 48 78 90 62,"Canale Toldo, 17, 09078, Scano Di Montiferro (OR)",1940-04-23,86.0,services,single,unknown,yes,-2696.34,yes,no,telephone,2,nov,1525.0,35,967,24,failure,yes,LT,79309,en
BM-00577,Guy Williams,hughesirene@example.com,+34911 29 85 66,"Flat 71T, Aaron Drive, North Jordan, B5 7ZW",1986-06-27,39.0,management,married,unknown,unknown,3544.1,no,yes,unknown,21,aug,1189.0,12,151,10,unknown,no,RO,24354,it
BM-00578,Nancy Herrera,krystyna77@example.org,380976805,"Stefania-Lehmann-Platz 2/8, 41825 Gerolzhofen",2006-09-03,19.0,management,divorced,secondary,yes,-2294.88,no,no,cellular,17,mar,3802.0,13,244,5,success,no,AT,47259,en
BM-00579,Yéssica Pinilla Arrieta,bertheloteric@example.com,0191 498 0945,"Studio 52V, Parsons Alley, New Laurenchester, SW13 2SW",1999-07-12,,technician,single,unknown,unknown,-180.04,yes,yes,telephone,15,mar,1011.0,22,429,3,success,no,SK,84642,es
BM-00580,Gianluca Guinizzelli,oliver14@example.com,+34902 355 779,"Herbert-Hoffmann-Straße 6789, 44076 Greiz",1983-05-12,42.0,self-employed,single,tertiary,no,7722.6,no,no,cellular,19,aug,,36,555,4,failure,no,PL,28097,pt
BM-00581,Dott. Luciano Terragni,elisa61@example.org,+49(0)3232 44104,"Karl-Peter-Pölitz-Straße 544, 00054 Ludwigslust",1981-11-16,44.0,blue-collar,divorced,tertiary,no,3390.69,no,no,unknown,2,may,2107.0,34,204,10,unknown,no,AT,43128,es
BM-00582,Flavia del Moraleda,nmurcia@example.org,+34 984 50 80 22,"Vicolo Basso, 16 Appartamento 2, 15059, Volpedo (AL)",1945-12-26,80.0,blue-collar,married,primary,yes,-707.14,no,no,cellular,2,sep,3019.0,28,607,12,other,no,IE,13849,en
BM-00583,Néstor de Gras,ingbert88@example.com,08081570289,"84, chemin de Brunet, 97182 David",1958-02-19,68.0,retired,single,primary,yes,3344.97,yes,no,telephone,24,may,3197.0,6,304,24,success,no,RO,30231,pl
BM-00584,Jay Turner,stanleyjamie@example.org,+34849 938 662,"90, boulevard Anaïs Pascal, 37225 Rivière",1994-03-23,32.0,management,single,primary,unknown,-956.67,yes,no,telephone,8,jun,3044.0,6,194,14,success,no,HU,83332,it
BM-00585,Andrey Hauffer,mullertristan@example.net,+34975 806 242,"883, rue Rocher, 79289 Berger",1974-09-30,51.0,technician,divorced,unknown,unknown,3945.17,yes,yes,unknown,4,jan,2943.0,35,893,1,unknown,no,CZ,96779,pt
BM-00586,Ian Higgins,morenocastro@example.com,724.617.8485x0703,"Flat 9, Martin Mountains, North Norman, N1W 2RU",1943-07-18,82.0,retired,divorced,primary,unknown,1041.31,yes,yes,cellular,25,aug,1776.0,38,862,13,success,no,PT,11586,it
BM-00587,Dipl.-Ing. Anne Vollbrecht,veronique94@example.net,+39 088284701,"Paseo de Loreto Ropero 96 Puerta 4 , Lugo, 43002",1975-03-08,51.0,services,divorced,unknown,yes,4831.63,no,no,telephone,26,feb,2954.0,26,120,10,success,no,IT,70091,nl
BM-00588,Angelita Macarena Machado Olivera,ortrudmaelzer@example.com,(707)780-2232x3317,"14457 Charles Alley, South Jamestown, NC 36971",2006-02-28,999.0,retired,single,secondary,no,,yes,yes,unknown,16,sep,3176.0,26,69,3,other,no,DE,72634,pl
BM-00589,Dino Sgalambro,theodorosbaum@example.com,+49(0)7036 33309,"65252 Elizabeth Freeway, Lisashire, GA 75400",1950-08-27,75.0,admin,single,tertiary,unknown,1535.29,no,yes,cellular,17,mar,1619.0,13,493,9,unknown,no,MT,66542,es
BM-00590,Giacobbe Paltrinieri,tschentscherhildegunde@example.net,+44121 4960663,"2 Adams Highway, East Justinburgh, DH50 5YN",1959-11-30,66.0,entrepreneur,single,tertiary,yes,5683.15,no,no,telephone,14,mar,383.0,37,559,18,failure,no,EE,77079,it
BM-00591,Atenulf Savorgnan,laurent20@example.com,+49(0)6280 43757,"chemin Gimenez, 70435 Sainte Marcelle",1968-03-06,58.0,technician,single,primary,yes,1361.31,no,no,unknown,15,jan,1808.0,5,603,18,failure,no,PL,52695,pl
BM-00592,Dylan Fisher-Adams,lparedes@example.com,+44116 496 0070,"Nohlmansstr. 4-8, 56266 Neuss",1967-01-18,59.0,blue-collar,single,unknown,yes,1674.42,no,no,unknown,1,apr,1169.0,12,548,14,other,no,US,52377,
BM-00593,Silvia Bondumier,abigailleiva@example.org,+443069990058,"508 French Pike, Stephenmouth, DD7W 5GJ",1957-03-14,69.0,services,single,primary,unknown,1546.59,yes,yes,cellular,15,jul,1579.0,1,944,5,unknown,yes,SK,18912,de
BM-00594,David Curtis,imke59@example.net,(01260) 84929,"Contrada Bertoni, 18, 41049, Montegibbio (MO)",1992-01-25,34.0,self-employed,single,tertiary,no,1018.09,yes,no,telephone,20,feb,20.0,15,603,6,other,no,BG,80635,de
BM-00595,Jean Teixeira de Bonnin,rcook@example.com,+34 959 784 011,"Incrocio Raffaellino, 99, 13031, Arborio (VC)",2001-02-04,25.0,admin,single,secondary,no,2634.73,no,yes,unknown,7,feb,2601.0,31,316,23,failure,no,NL,15290,de
BM-00596,Francesca Persico-Mercadante,rparisi@example.com,+34 983517781,"Vicolo Polani, 68 Appartamento 1, 07100, La Landrigga (SS)",1952-09-02,73.0,retired,divorced,primary,yes,-2163.27,no,no,unknown,25,feb,3844.0,13,395,21,unknown,no,LT,95250,pt
BM-00597,Bartolomé Armengol Ariño,egozzi@example.org,+33 4 37 11 07 88,"900 Smith Mill Apt. 039, West Mary, VA 95057",,,services,divorced,secondary,unknown,231.78,yes,no,cellular,20,jul,2742.0,35,135,8,success,no,RO,34688,fr
BM-00598,Horst-Günter Wiek,sebastienmerle@example.com,01 81 78 95 45,"Strada Maria, 471 Piano 9, 50145, Brozzi (FI)",1944-07-07,81.0,blue-collar,single,primary,yes,-1383.46,no,yes,telephone,2,sep,1194.0,14,284,21,failure,no,IT,03004,
BM-00599,Clare Jones,fontainemargot@example.com,04312970541,"122, boulevard Andre, 32362 Vincent",1993-02-05,33.0,entrepreneur,single,secondary,unknown,2629.07,yes,yes,telephone,12,may,3605.0,30,43,20,other,no,FI,54637,it
BM-00600,Teresa Bowen,wellereberhardt@example.net,+34872205166,"025 Macdonald Cliff, West Teresa, OL09 4ZR",1981-08-28,44.0,entrepreneur,single,secondary,no,973.0,no,no,cellular,5,dec,1131.0,19,724,6,failure,yes,BE,39747,en
BM-00601,Roberta Fermi,zllopis@example.com,+34945925935,"347 Michael Throughway Suite 172, Lake Scott, MP 81111",1948-06-16,77.0,student,divorced,primary,yes,4373.87,no,yes,unknown,19,sep,2837.0,43,610,22,other,no,EE,99777,en
BM-00602,Liesa Tlustek,victoire21@example.net,(0131) 4960553,"Via Favata, 29, 58053, Triana (GR)",1939-02-04,87.0,blue-collar,married,unknown,yes,1376.32,yes,yes,telephone,19,apr,1524.0,7,754,1,unknown,no,AT,91752,pt
BM-00603,Julie Fisher,jeronimoherranz@example.org,327.785.6609x751,"Isabel-Drubin-Gasse 6/9, 18402 Feuchtwangen",2000-04-14,26.0,retired,single,tertiary,unknown,1418.98,yes,no,telephone,16,oct,1169.0,5,352,9,success,no,GB,25058,es
BM-00604,Tiziana Virgilio,stephaniecampbell@example.net,679-299-9553,"Cuesta Humberto Comas 432 Apt. 19 , Madrid, 35351",1954-11-18,71.0,blue-collar,married,tertiary,no,3382.7,no,no,cellular,26,aug,2275.0,49,38,3,unknown,no,ES,11693,pt
BM-00605,Fabio Amigó Arteaga,kbonnet@example.com,+33 (0)2 49 77 63 71,"Nikolaos-Werner-Gasse 28, 97192 Hechingen",1997-03-15,29.0,housemaid,single,primary,no,,yes,no,cellular,19,jul,3274.0,7,178,20,failure,yes,SE,44297,fr
BM-00606,Maura Borzomì,melissamartin@example.com,3513775666,"2222 Bryan Court Suite 144, Lake Timland, AK 80179",1978-11-16,47.0,self-employed,single,primary,no,5775.17,no,no,telephone,14,may,3791.0,9,205,14,other,no,FR,40143,pl
BM-00607,Annette Woodward-Fletcher,cbinner@example.net,3533548985,"Piazza Ignazio, 5, 24033, Calusco D'Adda (BG)",2005-02-05,21.0,unemployed,divorced,tertiary,no,-762.35,no,no,cellular,7,jan,3198.0,16,854,6,other,yes,SI,35958,en
BM-00608,Antonia Bajardi,aleksandarsaeuberlich@example.com,0139481283,"511 Walker Lodge, Ellisport, NY 53519",1994-06-16,31.0,entrepreneur,single,secondary,unknown,690.89,yes,yes,cellular,25,feb,2888.0,11,825,8,failure,no,IE,48724,de
BM-00609,Francis Schmidt-Bohnbach,claire23@example.net,+39 0198322135,"Pasadizo Encarnación Lloret 97, Asturias, 24730",,63.0,unemployed,divorced,secondary,yes,5396.15,yes,yes,cellular,25,jun,311.0,7,43,17,success,no,LV,79420,pt
BM-00610,Noemí Perea Dueñas,sylvielesage@example.org,+33 6 32 76 97 79,"49, rue Roland Germain, 16517 Carre",2002-01-10,24.0,self-employed,married,tertiary,unknown,756.08,yes,no,telephone,27,feb,2911.0,18,886,1,success,no,BG,73546,
BM-00611,Emmanuelle Martel,margaux08@example.org,+34 876 377 882,"Fischergasse 66/35, 60117 Bad Langensalza",,30.0,management,divorced,tertiary,yes,484.78,no,yes,telephone,18,oct,639.0,6,494,23,other,no,IE,46583,pl
BM-00612,Jennifer Solomon,trupianoornella@example.org,+34977 277 082,"Camino Florencio Hervia 21 Puerta 1 , Baleares, 34399",2006-01-30,,services,married,tertiary,yes,2276.67,yes,no,unknown,30,oct,1081.0,43,619,20,unknown,no,SE,93932,it
BM-00613,Jules Gomez,brownnatalie@example.org,+44191 4960446,"Herrmannstraße 298, 11443 Tuttlingen",1992-07-11,33.0,self-employed,single,primary,no,5891.69,no,no,cellular,23,jul,1334.0,44,570,14,success,no,EE,01646,de
BM-00614,Jacob Patel,agathe36@example.net,01 34 28 60 22,"Hethurgasse 6153, 86522 Hohenmölsen",1963-08-21,62.0,entrepreneur,divorced,tertiary,yes,-4250.78,no,yes,telephone,10,feb,2599.0,46,996,13,unknown,no,HU,79920,pt
BM-00615,Jodie Nicholls,danny53@example.com,+49(0) 550779021,"Vicolo Federigo, 9, 75021, Colobraro (MT)",1980-03-20,46.0,admin,married,tertiary,no,-2189.77,no,no,telephone,21,oct,2101.0,44,952,2,unknown,no,PT,76244,fr
BM-00616,Gastón Garcés Pascual,lindacarr@example.com,06246692831,"Calle de Virgilio Bonilla 461, Sevilla, 02118",1969-08-19,56.0,housemaid,single,tertiary,yes,2837.52,no,yes,cellular,5,aug,1064.0,33,944,20,success,no,SE,87393,fr
BM-00617,Almudena Casas Cazorla,leonardiamadeo@example.org,0289018021,"Pohlallee 3/2, 83414 Sangerhausen",1954-08-14,71.0,technician,divorced,tertiary,yes,4725.16,yes,no,telephone,22,jul,28.0,22,709,18,failure,yes,NL,96467,de
BM-00618,Mr Gordon Owen,anais42@example.org,+49(0)4903592142,"28 Joyce Island, Patriciaton, B32 4JQ",,77.0,management,married,tertiary,no,4899.06,yes,yes,telephone,14,oct,188.0,11,790,16,unknown,no,SI,98794,nl
BM-00619,Gilbert Schneider,gioele57@example.org,0362787943,"Studio 16, Alexander Points, New Georgialand, M9C 4PW",1996-08-11,29.0,technician,married,unknown,unknown,2969.1,yes,yes,unknown,19,feb,88.0,9,661,1,unknown,no,LV,93310,es
BM-00620,Julie Paris,mchartier@example.org,+34 942 27 07 10,"248 Marshall Stravenue, Garymouth, GY5 6NX",2003-09-18,22.0,entrepreneur,divorced,secondary,no,-1310.49,no,yes,cellular,24,nov,3826.0,16,64,19,success,yes,BG,11407,pt
BM-00621,Sarah Green,interianoilaria@example.org,+34 843 987 090,"533 Chadwick Centers, West Holly, EH1R 7GA",1950-04-01,76.0,student,divorced,secondary,no,2277.82,no,yes,cellular,1,sep,3780.0,41,385,11,failure,no,MT,03559,en
BM-00622,Edgardo Bejarano Olivares,utorres@example.net,0231796280,"300 Wells Plaza Suite 542, Danielhaven, RI 20458",1949-05-31,76.0,services,married,unknown,yes,3104.72,yes,no,telephone,29,apr,1945.0,33,973,2,success,no,CY,76148,nl
BM-00623,Pauline-Alice Marchal,janemans@example.com,(00377) 09945,"Borgo Tarantini, 0 Appartamento 2, 37021, Lughezzano (VR)",2001-08-21,,unemployed,divorced,unknown,yes,-4239.53,no,yes,cellular,21,sep,1518.0,24,861,24,unknown,no,LU,87847,pl
BM-00624,Gabriel Gomez,jason07@example.com,+1-432-853-2318x146,"89, chemin Zacharie Lefebvre, 22839 Lacombe-la-Forêt",1947-07-30,78.0,management,divorced,tertiary,unknown,326.99,yes,no,cellular,25,mar,2146.0,27,87,19,failure,no,CZ,19347,fr
BM-00625,Jérôme Charles,marianela60@example.org,+1-974-764-2721,"Koch IIallee 38/66, 61245 Calw",1955-08-25,70.0,admin,married,tertiary,no,-269.84,no,yes,unknown,20,oct,3136.0,28,480,4,failure,no,CY,88327,es
BM-00626,Joséphine Pons,antoine70@example.org,+1-766-376-4101x184,"99 Scott Cliffs, Ahmedhaven, B16 7UD",1995-03-14,31.0,technician,married,unknown,unknown,-1574.1,yes,no,cellular,17,sep,2006.0,33,697,19,failure,no,GR,12215,nl
BM-00627,Alison Brown-Smith,poerionino@example.org,+34980609821,"8 Ross Brooks, Lewisstad, S2G 6HF",1951-08-10,74.0,entrepreneur,divorced,tertiary,yes,-724.79,no,no,cellular,21,jun,1936.0,5,485,13,failure,no,SE,99553,nl
BM-00628,David Lamy,sthibault@example.net,0183240615,"Camino Paloma Piquer 430, Lleida, 43068",1948-08-09,77.0,entrepreneur,divorced,secondary,no,1654.81,no,no,telephone,11,jun,3711.0,5,268,13,other,no,SK,05684,it
BM-00629,Curtis Hale,xingram@example.com,+34 649 08 84 30,"Alameda de María Manuela Barba 42 Puerta 6 , Santa Cruz de Tenerife, 51125",1999-06-01,26.0,management,single,primary,unknown,4112.47,no,yes,cellular,4,sep,2361.0,16,107,20,other,no,LT,95577,it
BM-00630,Daniel Ellis,jeansebastien@example.org,+34 885 955 207,"Via Loredana, 84, 84066, Marina Di Pisciotta (SA)",2002-05-30,23.0,retired,divorced,unknown,no,851.42,no,yes,cellular,22,sep,2300.0,3,434,15,success,no,SK,11311,de
BM-00631,Jonatan Hector Solano Alsina,maccanellifortunata@example.net,034167621,"Cañada de Máximo Simó 59 Piso 6 , Cuenca, 50368",1944-09-01,81.0,management,single,tertiary,yes,-1913.24,no,no,unknown,11,nov,1684.0,25,683,15,success,no,CY,82095,pl
BM-00632,Ariel Galán Manrique,lthomas@example.org,+49(0)1655 416180,"Korbinian-Schleich-Ring 1-4, 84238 Gadebusch",1961-07-25,64.0,entrepreneur,married,primary,unknown,-1165.65,no,no,unknown,13,feb,3920.0,16,669,24,failure,no,IE,89372,pl
BM-00633,Aurora Giradello,alvaroherminio@example.org,+34 922 62 43 64,"Pasaje Eusebia Aznar 584 Puerta 6 , Las Palmas, 31162",1974-11-09,51.0,unemployed,divorced,tertiary,yes,57.24,yes,no,telephone,28,feb,2209.0,23,646,1,success,no,EE,31311,
BM-00634,Peter Ortiz,jtintzmann@example.net,03633440529,"90, rue de Pons, 06102 Sainte Céline",,72.0,admin,single,primary,no,463.14,no,yes,telephone,8,may,2155.0,26,83,10,unknown,no,GR,84551,pl
BM-00635,Rossana Chiappetta,tvalenzuela@example.org,+441174960707,"Via Leopardi, 5, 98025, Itala (ME)",1983-09-11,42.0,management,single,tertiary,unknown,-3220.63,no,yes,unknown,23,may,292.0,13,485,0,unknown,no,HU,63315,pl
BM-00636,Traci Jones,nestorhuerta@example.com,796.819.2701x375,"Pasaje de Calixta Acero 57, Segovia, 03900",2005-02-02,21.0,housemaid,divorced,secondary,yes,5306.46,yes,no,cellular,4,sep,613.0,25,645,1,unknown,no,LV,62574,en
BM-00637,Annaliese Butte,pnicholls@example.com,+34879 004 477,"1 Amelia Mews, Aliberg, FK8 0WU",1959-04-07,67.0,student,single,primary,no,2495.48,no,no,telephone,27,nov,1635.0,32,19,24,other,no,GB,65693,pl
BM-00638,Zacharie Colas,harriscarol@example.net,3854433989,"Camino de Sigfrido Valdés 91 Piso 4 , Alicante, 34344",1970-03-12,56.0,entrepreneur,single,tertiary,yes,902.21,yes,yes,cellular,31,jan,256.0,34,668,4,unknown,yes,DE,34528,nl
BM-00639,Rachel Harris,geronimo10@example.com,+34974 649 778,"54, chemin de Bodin, 24774 Muller",1984-10-07,41.0,admin,single,primary,unknown,2174.19,yes,no,unknown,18,aug,3616.0,1,766,23,success,no,HR,83296,en
BM-00640,Univ.Prof. Willy Hölzenbecher,abigaillowe@example.net,+34 881 832 542,"19, rue Pereira, 64169 Diaz",,57.0,entrepreneur,single,secondary,no,-2594.12,no,yes,unknown,9,jun,1642.0,20,345,1,other,no,LU,60022,
BM-00641,Gonzalo Montenegro Goicoechea,victor75@example.net,527-402-9978x487,"Studio 01u, Taylor Ridge, South Douglasbury, W4 8LL",2004-04-19,22.0,services,divorced,tertiary,yes,4629.54,no,yes,cellular,1,mar,256.0,15,638,20,other,no,MT,38050,fr
BM-00642,Univ.Prof. Nuran Löchel,ines95@example.com,(06889) 27736,"82, rue Martine Blanchard, 01892 Mathieu-sur-Barre",2004-10-30,21.0,services,married,tertiary,unknown,486.99,yes,no,unknown,7,mar,1496.0,27,949,3,failure,no,LV,22703,pl
BM-00643,Dr Carl Ball,ljacquet@example.com,+44(0)115 4960837,"Vicolo Bembo, 124, 38066, Riva Del Garda (TN)",2002-05-04,,blue-collar,married,unknown,no,5708.75,no,no,cellular,21,jul,3748.0,28,154,3,other,no,LV,26400,
BM-00644,Pánfilo Morera Gelabert,rcabeza@example.com,0184292614,"Studio 3, Kerr Mountains, Andrewstown, YO00 4WE",1967-03-23,59.0,technician,divorced,tertiary,unknown,3928.48,no,no,unknown,3,jul,2623.0,49,661,18,failure,no,DK,46121,de
BM-00645,James Richardson,elombardi@example.org,9805961813,"Ronda Natalia Frías 30 Puerta 1 , Albacete, 28163",1944-11-25,81.0,unemployed,married,unknown,unknown,5824.04,yes,no,unknown,28,feb,3599.0,50,263,21,success,no,PL,06739,pt
BM-00646,Francesca Allen-Stone,thomasmeunier@example.com,(637)786-2877x075,"Pasaje de Gaspar Villar 66 Piso 6 , Tarragona, 13376",2004-06-09,21.0,blue-collar,divorced,tertiary,no,1321.8,no,yes,cellular,10,nov,66.0,7,495,6,failure,no,CZ,06469,pt
BM-00647,Geneviève-Denise Godard,pasquale90@example.net,02305 548739,"39, avenue Hubert, 13548 Legros",1996-11-22,29.0,blue-collar,divorced,secondary,unknown,,no,yes,cellular,4,sep,2112.0,14,624,10,other,no,CZ,13014,en
BM-00648,Gisela Torres Pedraza,torquatoalboni@example.com,+49(0)0397 441694,"Incrocio Babbo, 8 Piano 8, 37126, Verona (VR)",1996-09-06,29.0,self-employed,single,primary,no,4081.78,yes,no,unknown,10,mar,1423.0,45,254,10,failure,no,US,51702,pt
BM-00649,David Gordon,camusmarine@example.org,+34825159265,"Studio 0, Scott Trail, Lake Callumhaven, DA5H 3PL",1978-04-10,48.0,services,single,tertiary,yes,3238.68,yes,no,telephone,20,oct,2402.0,21,666,21,other,no,IE,12040,
BM-00650,Patrizia Prada,schmidtkebruni@example.net,(0116) 4960267,"avenue Julie Lejeune, 35198 Saint Geneviève-la-Forêt",2007-11-10,18.0,student,single,tertiary,unknown,2998.2,yes,yes,cellular,21,jun,3264.0,20,876,25,unknown,no,AT,15152,en
BM-00651,Paca Cámara Mateo,larochecorinne@example.org,+34 988 68 41 05,"42963 Ryan Glens, New Angelafort, MP 14928",1944-01-10,82.0,housemaid,divorced,unknown,no,2571.0,yes,no,cellular,18,sep,937.0,13,573,20,other,no,PT,19419,
BM-00652,Miriam Arroyo-Blanco,michelle22@example.net,+44121 4960886,"Via de Josefina Muñoz 92, León, 23424",1970-02-24,56.0,technician,single,primary,yes,1454.27,no,yes,unknown,18,dec,1710.0,19,605,7,other,no,FI,52287,es
BM-00653,Sig. Pierluigi Toldo,claude67@example.com,+34814718497,"Piazza Mercedes, 69, 98127, Messina (ME)",1945-08-09,80.0,admin,married,tertiary,no,4089.27,no,no,cellular,18,sep,3530.0,11,158,7,other,no,DE,69116,de
BM-00654,Dott. Matteo Villarosa,evansjoel@example.org,+1-820-392-5598x41153,"31 Barnett Stream, Lake Barbaratown, B1 6ZP",,75.0,admin,divorced,tertiary,no,3896.56,no,yes,unknown,5,jul,2036.0,34,152,17,failure,no,CZ,61515,pt
BM-00655,Kelly West,techernicole@example.net,+39 09755173401,"Ronda de Paz Menendez 980 Apt. 98 , Valladolid, 48841",1941-08-23,84.0,services,married,primary,no,-2614.18,yes,yes,telephone,4,dec,946.0,7,313,13,failure,no,HR,14715,it
BM-00656,Gabriele Wernecke,hertrampfklemens@example.com,01 78 65 59 16,"Flat 8, Frost Square, East Jodietown, DG2 4GD",1982-02-01,44.0,unemployed,divorced,unknown,unknown,2496.22,yes,no,telephone,17,aug,695.0,15,392,25,failure,yes,SI,74859,nl
BM-00657,Belén Arteaga Corbacho,christophe03@example.com,05012 28622,"76, chemin Alexandria Charles, 71270 Sainte Suzannenec",1988-07-20,37.0,student,married,tertiary,unknown,,yes,yes,unknown,9,jun,1994.0,24,539,23,unknown,no,PT,50563,nl
BM-00658,Anaïs de la Boulanger,suessebierdragica@example.com,093396630,"Borgo Bonatti, 358 Appartamento 4, 89812, Pizzo Marina (VV)",1938-04-28,0.0,student,single,tertiary,yes,,no,no,telephone,4,feb,1365.0,12,299,14,success,no,HU,55947,pl
BM-00659,Margareta Finke MBA.,agneslegros@example.net,+44115 4960596,"Paseo de Cándida Manso 9, Cuenca, 25329",2005-09-29,20.0,unemployed,single,primary,yes,2126.95,yes,yes,cellular,11,nov,547.0,43,485,10,success,no,CZ,46346,fr
