transaction_id,customer_id,customer_name,customer_dob,customer_email,customer_phone,customer_address,originator_account,beneficiary_account,beneficiary_name,transaction_type,amount,currency,transaction_date,originator_country,beneficiary_country,risk_score,is_suspicious,aml_flag,ip_address,device_id
TXN-000517,CUST-00421,Jennifer Garcia,1993-08-31,smithjoseph@example.com,35102422796,"Monique-Beyer-Ring 27, 25123 Forst",GB20KHNO57777342658750,,Joshua Bailey,SEPA,17.68,JPY,2026-01-20 20:34:15,GB,PT,33.7,0,CLEAR,156.1.177.111,78666459-004
TXN-000518,CUST-01046,Toño Viana Andrés,1946-02-14,teruelpurificacion@example.com,05 57 97 47 21,"63, avenue Constance Descamps, 31901 Saint Honoré",DE25369525587673507810,ES9372839476461261499363,,ACH,15397.98,EUR,2024-06-21 07:06:23,,BE,8.9,0,CLEAR,188.162.177.248,70ff6ae5-eaa
TXN-000519,CUST-00851,Dorit Salz,1979-12-20,phillip63@example.org,+1-963-262-1051x6407,"Jolanda-Söding-Ring 7739, 27295 Meiningen",FR6970554899071299699154827,GB67BVES33132689374602,Peter Richard,ACH,477.03,JPY,2025-02-09 15:33:36,IE,,50.8,0,CLEAR,95.251.114.181,bde9daf3-22a
TXN-000520,CUST-00947,Fedele Palumbo-Bocca,1980-06-20,reynaudbernadette@example.net,08922355285,"Borgo Ajello, 2, 23847, Molteno (LC)",GB96ROQT71535964726847,DE80645507283101850880,Greca Pincherle,SEPA,18944.24,GBP,2026-04-21 06:42:34,ES,BR,63.0,0,CLEAR,54.112.142.87,
TXN-000521,CUST-00522,Marvin Aumann,1976-05-06,hoffmandarlene@example.net,07 64 47 61 93,"56, chemin Patrick Vasseur, 29407 Pichon-la-Forêt",ES6096337922628191502374,GB78RUPH45052194050472,Thierry Martel,INTERNAL_TRANSFER,3478.99,USD,2025-10-25 07:07:24,IR,,22.2,0,CLEAR,1.83.227.142,f310d097-5af
TXN-000522,CUST-01185,Dr Julie Allen,2003-12-15,voltacarmelo@example.com,03665 397885,"Canale Orengo, 1 Piano 4, 20085, Locate Di Triulzi (MI)",GB33NHSK25747774372123,IT77I8775619189875579832290,Ángel Barreda Morales,WIRE_TRANSFER,5656.7,EUR,2025-04-18 02:34:57,KW,,3.9,0,CLEAR,82.88.132.13,3ae8cc86-702
TXN-000523,CUST-00131,Alwina Junitz,1978-11-23,guidomarcacci@example.org,0271239330,"45, chemin de Raymond, 60421 Leconte-sur-Allard",GB84SMZF82196087875788,GB52YWZP37630977398366,,SWIFT,262.32,EUR,2024-12-18 18:39:31,US,LV,19.7,0,CLEAR,95.248.27.250,80d4a6dc-7fa
TXN-000524,CUST-00065,Nicole Parks,1959-03-09,martinida@example.org,037590107,"Vial de Vidal Villanueva 55 Piso 3 , Guipúzcoa, 41707",DE78156711775398724581,ES8998708840755380536597,Ms Rosie Harding,CASH_WITHDRAWAL,18106.36,CHF,2026-03-07 19:09:59,NL,AU,34.4,0,CLEAR,176.196.229.240,
TXN-000525,CUST-00861,Mr Dennis Butler,1952-09-03,stephenslorraine@example.org,3290278539,"1371 Allen Ways, Barkershire, AZ 69861",DE45830684836816723866,DE44606775595735410577,Galo Albero Marin,CASH_WITHDRAWAL,24034.83,CHF,2024-06-26 10:51:42,PL,IE,69.4,1,UNDER_REVIEW,105.8.250.86,51f5cb7e-e97
TXN-000526,CUST-00165,Kerry Jones,1991-09-25,benjaminlaine@example.org,0121 4960104,"493 Richard Bridge Apt. 611, Cynthiafurt, NE 12209",GB24UJAW47500045840892,GB20UPAM99064949356580,Rufino del Galván,SEPA,400.82,USD,2025-05-18 15:09:48,SY,LU,2.9,0,CLEAR,116.175.164.73,4ded3f77-2a2
TXN-000527,CUST-00243,Dott. Melania Baroffio,1989-12-05,gary42@example.com,(09663) 90004,"Tintzmannallee 8-3, 14096 Wittstock",FR4509987317098166881303846,IT67D2815016454662573125361,Reece Wright,CASH_DEPOSIT,973.3,JPY,2024-12-21 01:24:33,MM,,4.1,0,CLEAR,42.90.239.212,cab21b78-7f8
TXN-000528,CUST-00261,Ing. Grete Bender B.Sc.,1978-09-04,dcasarin@example.org,+34876 157 160,"Joseph-Winkler-Ring 61-16, 41526 Güstrow",DE12829694541913780498,FR3762093837396524276074146,Adelinde Geißler,SEPA,4333.51,USD,2025-08-07 04:29:20,MT,SG,1.8,0,CLEAR,140.46.115.171,53573ede-27a
TXN-000529,CUST-00047,Briana Duffy,1950-09-08,amandamcmillan@example.net,01095425275,"482 Samuel Mountains, East Peterborough, ME 04776",ES1429378132672733262776,FR5646958819468774929449931,Dr Debra Todd,CASH_WITHDRAWAL,336.29,CHF,2025-01-01 22:48:25,DE,,41.1,0,CLEAR,110.115.220.68,d0a2c065-b59
TXN-000530,CUST-01116,Erin Sullivan,2001-05-09,maria-carmenestevez@example.org,+44114 4960613,"3403 Jaime Cove, Lauraville, NY 02561",GB60MMIR02362801938895,GB11CDLI39781573415910,Remedios Roldan Alberola,ACH,35337.31,JPY,04/01/2026,NG,LB,66.6,1,UNDER_REVIEW,43.188.1.41,0f423f8a-5a6
TXN-000531,CUST-00944,Ms Rachel Kemp,1977-11-13,enniomorandini@example.org,+34844 61 35 06,"401 Taylor Vista, Prestontown, CR98 0YZ",FR1452686650836816821407373,,Valerie Miller,CASH_WITHDRAWAL,4096.43,USD,2025-02-11 15:09:49,VE,RO,59.0,0,CLEAR,176.146.142.178,e4c6ed5a-9a4
TXN-000532,CUST-00232,Richard Ortega,1967-05-16,lsmith@example.net,04857 988892,"81522 Gerald Ports Suite 254, North Kennethbury, OH 90145",DE74754318864594780079,GB23XIYN36698375550458,Louis Evans,WIRE_TRANSFER,23678.28,CHF,2024-05-16 14:45:36,BG,SE,38.5,0,CLEAR,223.254.95.176,9df876ab-080
TXN-000533,CUST-00493,Melissa Pearson,1983-03-04,katieesparza@example.net,+39 05413331594,"6019 Vanessa Fords, Jacobchester, GA 23327",FR2109316426633161408231017,GB09WODT94574051995081,Dott. Adele Monte,CASH_DEPOSIT,1461.95,USD,2024-06-06 02:26:27,PG,,31.5,0,CLEAR,183.114.176.205,6acd5724-cd7
TXN-000534,CUST-00069,Hubertus Löwer,1964-11-25,henckgaby@example.org,01632 960 286,"avenue Victor Bernier, 54122 Cousin",IT03F3577741490571753227997,ES1452615878989168317151,,ACH,-365.19,JPY,2025-01-18 23:33:16,AT,ZA,17.4,0,CLEAR,74.102.26.171,4af27e30-283
TXN-000535,CUST-00100,Swantje Jäkel,1970-03-19,scottleblanc@example.com,+34 884 190 669,"Babette-Kitzmann-Straße 3, 01176 Moers",GB28MDGU01127383181720,GB34KPSM56400191542607,Jacopo Borromeo,CASH_DEPOSIT,15125.98,EUR,2025-12-07 05:50:26,NG,SY,29.2,0,CLEAR,49.238.35.18,2c2aca2f-b04
TXN-000536,CUST-00480,Silvio Carvajal Izaguirre,1961-11-18,jmaelzer@example.com,+39 0353064218,"Anna-Maria-Schenk-Ring 35, 46652 Worbis",FR1746453316495060541137134,ES8763107890786957601883,Michael Morris,SWIFT,48036.66,USD,2026-03-30 01:11:35,MT,,80.5,1,SAR_FILED,159.66.211.106,3cf54bcd-3d8
TXN-000537,CUST-00593,Dr. Ida Werner MBA.,1946-09-12,honore53@example.org,+34978 504 093,"rue de Paul, 41736 Pascaldan",DE38095290550957928184,FR2526680639924161195406278,Alba Lina Balaguer Prada,CASH_DEPOSIT,3417.1,JPY,2025-09-22 09:30:40,IE,CH,40.1,0,CLEAR,161.108.170.161,d2599dbb-aaf
TXN-000538,CUST-00657,Dott. Enzio Curci,1956-09-26,marktucker@example.org,+49(0)3856162714,"7323 Santos Fort, Royburgh, PW 13769",ES4242094207937415871994,GB86KBVK92530955877993,Xavier Vidal du Lacroix,CASH_DEPOSIT,269.48,GBP,2025-03-29 18:39:45,SI,MX,26.2,0,CLEAR,157.11.147.100,a07872e2-b8b
TXN-000539,CUST-00453,Bernardo Comas Blázquez,1962-02-14,allenjared@example.org,453.550.2469x4841,"2 Nicole Orchard, New Danny, WN7A 3YE",GB51PAQL87837921316822,FR2108099371519317844988380,,ACH,33201.98,GBP,2025-03-01 23:09:36,FI,KW,65.3,1,UNDER_REVIEW,24.231.226.116,cdcf9e05-bd8
TXN-000540,CUST-00359,Daniel Brown,1979-05-30,thibaultpoulain@example.com,+49(0)7700535588,"Studio 11, Dorothy Point, New Naomi, DY8N 2XL",FR4679825875371564153307066,FR1370633119161195530937313,Erdogan Neuschäfer,SEPA,5650.39,EUR,2025-05-29 16:26:11,IR,BR,33.0,0,CLEAR,157.219.86.159,7c53420c-370
TXN-000541,CUST-00097,Lynne Gibson,1979-10-23,mitchellsamantha@example.net,+44(0)1134960721,"34, avenue Gabrielle Dupuy, 61349 Alves",DE77065299053679120720,IT27L7890355081996844565781,Dorotea Mariscal Esteve,CASH_WITHDRAWAL,41068.38,CHF,2025-08-01 10:50:52,BR,JP,44.5,0,CLEAR,195.10.140.20,5c8f6375-a2c
TXN-000542,CUST-00853,Hilda Nette,1940-12-21,hardylisa@example.net,0381001341,"Reimer-Schuchhardt-Straße 9, 44654 Altentreptow",GB26ABJB04645497683487,DE92256048992466257601,Michael Booth,ACH,918.66,USD,2026-04-08 19:15:25,SG,SI,13.0,0,CLEAR,37.16.76.210,2baef3b7-1cb
TXN-000543,CUST-00377,Dorothée Bazin,1965-09-03,pacelliannunziata@example.com,+39 0553150714,"Cuesta de Rocío Ponce 11 Puerta 3 , Tarragona, 17220",GB10SOMP02546168444696,DE13589244183281137244,Constance Valette du Bouvet,INTERNAL_TRANSFER,2308.95,EUR,2026-02-08 10:03:22,NG,LU,51.1,0,CLEAR,37.232.133.12,d59cbab6-ea5
TXN-000544,CUST-00616,Alessandro Agostini-Maspero,1963-06-04,viridiana63@example.net,+44289018488,"83, avenue Astrid Adam, 73581 Sauvage",IT43B5342519187162897476766,ES0460919193526425993176,Alessandra Turchi,INTERNAL_TRANSFER,1091.45,USD,2026-04-07 02:18:23,RO,CZ,18.5,0,CLEAR,60.163.213.155,
TXN-000545,CUST-01152,Sarah Graham,1994-06-25,ctoro@example.net,+49(0)7771 40577,"015 Estes Glens Suite 099, Stephenmouth, DC 49024",FR5737448455576633542050953,,Caitlyn Mcfarland,ACH,115.24,CHF,2025-06-21 15:29:26,CA,ES,63.9,0,CLEAR,73.37.113.104,ac18ab42-53b
TXN-000546,CUST-00275,Roger Blin,1997-07-17,bwarren@example.org,01 56 27 64 48,"500 Gibbs Locks, South Owenbury, ME78 2LU",GB06NJSC91636950725925,GB72DMTC56978079823070,Christina Webster,ACH,144703.69,USD,2026-01-30 20:36:59,KW,SG,38.7,0,CLEAR,33.45.46.187,7af69707-c55
TXN-000547,CUST-00677,Diane-Laurence Ferrand,1946-12-17,hortonemily@example.net,(09112) 946403,"Unit 8287 Box 9146, DPO AA 77849",DE62112033905966694239,DE94383754288463773485,Alexandra Zavala,SEPA,249980.83,EUR,2024-10-13 18:03:12,HU,DK,56.3,1,UNDER_REVIEW,223.50.93.140,fed5622b-144
TXN-000548,CUST-01097,Hunter Rush,1964-04-16,mwilliams@example.org,(04837) 26877,"Via Silvia, 87 Piano 7, 35046, Saletto (PD)",IT86C0407629696524157318020,DE04041071912943370265,Capucine Le Legendre,SEPA,288.85,USD,2025-06-21 20:37:37,EE,BE,53.2,0,CLEAR,117.184.191.135,35a2aa05-951
TXN-000549,CUST-00773,Amanda Wilson,1975-01-29,omargraf@example.org,01614960001,"Avenida Verónica Sanmartín 16 Piso 3 , Cádiz, 07793",ES5773733970101492621892,GB30XVIA06138654966025,Denise Peterson,SEPA,42.32,JPY,2024-09-27 04:34:35,ES,BG,10.5,0,CLEAR,81.182.57.45,8e9eed95-d47
TXN-000550,CUST-00150,Gina Miller,1991-01-27,armstrongmark@example.net,+33 (0)2 85 76 93 47,"6, boulevard Zoé Le Roux, 48253 Georges",DE69042246406948617541,ES9882771148816058019755,Roger Picard,CASH_DEPOSIT,481.55,JPY,2026-01-10 21:43:51,ZA,,26.0,0,CLEAR,28.52.144.49,45553ab3-433
TXN-000551,CUST-01145,Nathalie Etzler,2006-06-24,karinalachmann@example.com,+34 728805015,"68497 Kelly Glens Apt. 698, West Edwardtown, NV 50590",ES3481700681436597239766,ES6610541715007601751800,Jeannine Colin,CASH_DEPOSIT,1224.15,CHF,2024-11-25 02:46:15,LB,VE,46.2,0,CLEAR,55.136.198.241,878b9dd1-1a4
TXN-000552,CUST-00621,Amélie Lesage,1973-07-06,cuervonazaret@example.org,+39 054791430,"Juliane-Knappe-Weg 48-73, 40891 Torgau",GB33LSSZ44769880122562,GB91RGND08802570162063,Frédéric Guichard,WIRE_TRANSFER,483.55,USD,2025-03-06 01:39:52,DK,LT,56.8,0,CLEAR,134.194.75.215,e6259184-702
TXN-000553,CUST-00241,Clémence Baudry,1999-11-20,mweinhold@example.com,(453)468-7320,"Magdalene-Rogner-Gasse 5-1, 87387 Pinneberg",GB94UJDY00066584843930,GB35INBH56089706493759,John Bishop,SEPA,78.01,CHF,2025-10-29 18:07:11,SE,KW,25.4,0,CLEAR,148.39.2.213,0ec47347-3e1
TXN-000554,CUST-00419,Toby Hill,1951-03-10,xcharles@example.org,0113 4960050,"PSC 8575, Box 4738, APO AP 00532",IT34J2740628285072553205285,GB44KLBD35247117887505,,ACH,305.94,USD,2025-04-05 17:54:44,RO,YE,37.0,0,CLEAR,101.61.160.86,834c3b6c-167
TXN-000555,CUST-00580,Ashley Johnson,2003-12-28,cgreen@example.com,+34931569933,"Studio 92Y, Moore Prairie, Lucybury, W9D 9FQ",GB70GTBM05636071241373,,Calogero Ciani-Mazzeo,ACH,-11411.02,CHF,2025-01-14 15:19:24,BR,SI,33.9,0,CLEAR,196.71.47.221,63add4b6-6e2
TXN-000556,CUST-00736,Miss Kelly Morgan,1986-06-04,mossguy@example.net,05968150816,"Paseo de Cristina Tejero 43, Barcelona, 14007",GB22IEZG33883196025092,FR4204004386668470726027578,Luigina Finzi,CASH_WITHDRAWAL,420.14,GBP,2024-11-23 06:27:36,??,MM,13.8,0,CLEAR,13.181.245.52,318b508c-7c4
TXN-000557,CUST-00955,Concetta Finetti,2000-05-11,mjohnson@example.net,+39 0545770752,"67828 Natasha Plains Suite 006, Castanedahaven, TX 69127",GB45FPSB42528465806817,IT58E2419979703108083480985,Eduardo Sarmiento-Arribas,WIRE_TRANSFER,11249.97,CHF,2024-06-08 18:49:17,CH,JP,41.9,0,CLEAR,215.228.213.17,cbc12513-e66
TXN-000558,CUST-00417,Zoraida Cerdá Pombo,1952-10-01,daviesleanne@example.net,(266)540-5997x43087,"83, rue Humbert, 94997 Evrarddan",GB07JCKZ57813731421756,GB71IPTT44331782730597,Christiane David,CASH_WITHDRAWAL,403.72,GBP,2025-05-26 08:46:51,,SI,31.6,0,CLEAR,32.229.238.250,ea5df9a9-b70
TXN-000559,CUST-00454,Evelyn Cole,2006-04-25,fosteramelia@example.com,37036525525,"Via Emo, 7 Piano 7, 46019, Cogozzo (MN)",FR5001541382738688339238986,GB13ELUI68629661035657,,SEPA,604.42,USD,2024-10-29 08:40:14,IT,MX,26.4,0,CLEAR,131.80.201.2,7d98c83c-336
TXN-000560,CUST-01134,Sigfrido Rolando Cuevas Reguera,1973-01-11,adalberto60@example.org,+34 822266460,"Vicolo Barcella, 0, 95017, Vena (CT)",DE29954543001784627420,ES0752258987307321665691,,SWIFT,2632.39,JPY,2026-03-04 23:11:13,FR,HU,16.6,0,CLEAR,177.228.75.78,
TXN-000561,CUST-00605,Pili Bastida Carranza,1946-08-28,aaron25@example.org,(842)727-6434x94652,"7741 Wendy Bridge, New Nathaniel, OK 46685",GB16WRRX75598759204155,GB11ZQXZ23016430329774,,CASH_DEPOSIT,42.48,USD,2025-05-21 06:33:10,LB,CY,21.4,0,CLEAR,146.98.146.37,f9aafb43-b7b
TXN-000562,CUST-00778,Mariola Meyer,1969-06-18,mathilde04@example.com,+33 4 11 64 97 28,"067 Daniel Bypass, Mooreport, G99 1RL",GB33DEQE65859702489105,ES0657999158434565123434,Orhan Mosemann,SWIFT,-8163.12,USD,2025-07-04 18:43:53,LT,CZ,18.5,0,CLEAR,65.73.112.16,1234a2b7-376
TXN-000563,CUST-00692,Edith Junitz,1977-01-11,rocio59@example.org,+34976 312 821,"C. Mario Cornejo 9, Guadalajara, 17779",DE21788937707050709506,GB21MVGF76243265720798,John Olson,CASH_WITHDRAWAL,52.21,CHF,2024-10-19 08:01:40,JP,BR,0.5,0,CLEAR,198.94.237.79,7fae9464-846
TXN-000564,CUST-00009,Victor Bates-Fox,1997-02-25,garmstrong@example.net,04419838579,"Flat 90, Samantha Unions, Stuartmouth, N2H 7XU",GB26LUKX33317931347561,IT50N1765021000278649958700,Marc Eberth,SEPA,33638.24,EUR,2025-08-25 05:14:31,LB,CA,53.4,1,SAR_FILED,112.218.193.114,18763672-317
TXN-000565,CUST-01001,Tibor Oderwald MBA.,1954-06-23,tdiez@example.com,(06226) 89753,"43872 Sean Mission Apt. 144, Destinyview, AS 15579",IT61W9645962438409277157368,DE14070518251103186720,Caroline Paris,CASH_DEPOSIT,234.29,JPY,2025-09-20 23:11:25,LB,HK,47.5,0,CLEAR,174.252.124.238,13c18caa-e96
TXN-000566,CUST-01074,Michelle Petit,1989-04-10,jimmy01@example.org,(0141) 4960557,"76, avenue Léon Pages, 18702 Voisin-la-Forêt",GB12YBKA68590233094621,DE91706165373053428907,Anastasia Rios,WIRE_TRANSFER,422.52,EUR,2025-02-19 16:04:50,MM,ES,71.9,0,CLEAR,131.254.136.5,1c86d338-60b
TXN-000567,CUST-00014,André Lesage,1948-08-07,galuppiraffaele@example.com,690-841-1797x79631,"960, chemin Laetitia De Oliveira, 09983 Gérard",IT89Q3087884779888243759686,,Luisa Eco-Saffi,ACH,3786.99,USD,2026-01-21 07:21:05,VE,ES,4.6,0,CLEAR,213.255.38.1,c7831656-df6
TXN-000568,CUST-00140,Isaac Boucher,1995-09-12,alderano13@example.org,02 85 11 56 78,"246 Hurley Row, Lake Johnland, MT 43237",GB39SIVU23159637813191,DE41181369004790464494,Melanie Payne,SEPA,9159.19,USD,2025-06-17 18:53:55,KP,CZ,23.8,0,CLEAR,78.65.90.144,7e987571-27d
TXN-000569,CUST-01036,Dr. Vanessa Dean DDS,1994-01-05,argenteroeleanora@example.net,+33 (0)5 63 81 44 16,"Via Albina Soler 59 Apt. 06 , Almería, 37511",GB79KXQX58240497795724,GB58BHBG15186175989622,Marcos Evaristo Solé Rius,ACH,515.06,GBP,2025-06-13 22:54:30,DE,DK,26.9,0,CLEAR,134.111.65.122,d7c2467a-f71
TXN-000570,CUST-00990,Paula Tucker,1942-11-24,michellepacheco@example.org,+44118 4960922,"90, boulevard Thibault Potier, 21532 Giraud-sur-Mer",IT35V5543448213801155769415,GB62GTRY55323750839731,Danielle Julien,SEPA,381.46,CHF,2026-01-18 12:32:41,ES,IR,52.4,0,CLEAR,142.26.118.56,b2dbfac7-404
TXN-000571,CUST-01090,Clive Roberts,1994-02-24,bernadette28@example.org,+33 3 68 50 06 45,"Elfie-Hornich-Gasse 98-72, 55872 Wismar",ES1670625873608055822623,ES4316750115327034147756,Liliana del Galán,SWIFT,23465.46,CHF,2024-07-06 15:06:53,FR,DE,17.0,0,CLEAR,23.144.87.70,89812bb0-967
TXN-000572,CUST-01085,Melissa Sweeney,1974-09-20,duranteirma@example.org,+34 877 965 753,"Cañada de Nazaret Carbonell 75 Apt. 22 , Murcia, 44044",GB30ZIYN44299613807186,GB71XNSS39945106838292,,SEPA,9608.9,GBP,2024-05-03 06:33:10,DE,FR,33.4,0,CLEAR,56.44.112.238,7c1828d2-2f7
TXN-000573,CUST-00036,Antoine Moulin,1984-08-01,palominorenato@example.net,(06250) 96941,"Flat 88, Sian Plaza, Carterhaven, E0 1NZ",ES5323603680858844437213,GB36NZWW77638319180438,Herr Raymund Schäfer MBA.,SWIFT,9156.08,CHF,2025-01-25 03:47:33,HK,HR,22.8,0,CLEAR,195.81.91.94,42ec8acc-c97
TXN-000574,CUST-00198,Tonya Jones,1997-12-31,celina29@example.org,+34877 11 26 59,"Plaza de Isaac Barceló 23 Apt. 17 , León, 50230",GB43JFWH27588811859206,GB21AIDM52726189109531,Steven Jones,SWIFT,7961.58,USD,2024-07-22 03:30:32,PL,AT,48.6,0,CLEAR,139.147.105.114,de10a04c-659
TXN-000575,CUST-01079,Victor Brown,1985-05-15,anthonyknight@example.net,+1-940-914-6961x360,"4 Parker Station, South Dennisstad, L35 1RG",FR9125104946173051513320967,GB48BSZE40741359665339,James Guerrero,CASH_WITHDRAWAL,35572.58,GBP,2024-08-29 14:34:57,RO,SE,29.6,0,CLEAR,202.185.75.107,9ae20f3a-38a
TXN-000576,CUST-00162,Agostino Babato,1960-08-12,maggiehoareau@example.com,+49(0)1468314650,"558 Price Summit Suite 201, Port Debbietown, DC 28499",GB13ADML19889060917507,DE78192677504616228439,Fanny Rodríguez Valera,CASH_WITHDRAWAL,559815.34,CHF,2025-07-01 01:19:55,BG,MT,33.7,0,CLEAR,64.57.68.242,8e42fe34-f21
TXN-000577,CUST-00499,Janet Nunez,1959-08-27,emmanuel44@example.org,+34 976 197 453,"550 Brandon Road Apt. 695, Thomasmouth, NE 33829",GB08ZOWE94361090982450,ES5881464702360741706022,Ing. Gottfried Gutknecht,SEPA,752.8,USD,2024-06-25 04:23:02,LB,MX,43.4,0,CLEAR,140.11.151.176,6bd7cc06-733
TXN-000578,CUST-00166,Mattia Mannoia,1973-10-05,dietzreinald@example.org,+33 (0)4 88 84 82 81,"73, rue de Michel, 97279 Mary",FR6556120646467647856250845,GB30XVCU43999257099286,,SEPA,6590.01,EUR,2026-04-23 13:34:23,SK,NG,54.7,1,SAR_FILED,86.9.218.26,1b68d638-d52
TXN-000579,CUST-00773,Felix Múgica Chico,1957-01-20,knavas@example.org,+39 375598052,"Niemeierplatz 8, 03884 Böblingen",ES0967769219105071970957,DE80454069143876738431,Petrona Peralta Reyes,SWIFT,2376.0,CHF,2024-10-18 15:50:42,MT,LU,42.0,0,CLEAR,52.32.44.183,29db1298-9ff
TXN-000580,CUST-00020,Corona Córdoba Tamarit,1951-09-14,adelgundewernecke@example.org,(029)2018919,"C. de María Del Carmen Montesinos 5 Apt. 34 , Albacete, 30381",FR2483298768160519170242363,FR3243738013184341357168261,Zachary Murray,SEPA,19.86,USD,2025-01-27 23:44:50,ES,KP,56.5,0,CLEAR,77.30.69.226,e2c57f3e-7b4
TXN-000581,CUST-00889,Fridolin Junitz,1994-04-12,catherine31@example.net,001-668-585-9266x37008,"Contrada Allegra, 67, 95100, Catania (CT)",IT19Q0418902446288261734608,FR9036314931813722938045030,Rocío Gras,SEPA,11720.67,EUR,2025-10-14 22:23:02,KP,JP,99.7,1,ESCALATED,133.45.151.55,414c61dd-699
TXN-000582,CUST-00088,Roger du Berthelot,1954-02-26,sbrooks@example.org,+34 979818155,"Studio 88p, Clive Corners, South Holly, S0 3WN",GB55XPYQ76028749072648,IT28C0503916781288379398593,Stephanie Sheppard,CASH_DEPOSIT,303.85,USD,2024-09-09 13:59:03,AT,SG,35.6,0,CLEAR,161.138.224.215,3ffb40e8-592
TXN-000583,CUST-00974,Clémence-Jacqueline Diallo,1943-03-24,denise61@example.net,262-330-6780x19467,"Jens-Hornig-Straße 12, 62487 Nürtingen",DE73623788617327760639,ES5551368990657416984366,Nicolás de Tamarit,CASH_WITHDRAWAL,146.12,EUR,2024-12-14 20:17:29,YE,MX,9.9,0,CLEAR,174.248.228.129,
TXN-000584,CUST-00575,Michelangelo Gangemi-Moschino,1971-02-12,xzamorano@example.net,+44292018945,"Stretto Giulia, 57 Appartamento 19, 23014, Andalo Valtellino (SO)",DE05450256702178295988,GB12MYDX03763294038043,Benjamin-Thomas Barbier,SWIFT,29.41,JPY,2025-11-19 01:07:54,NL,NG,45.7,0,CLEAR,128.157.103.56,51ab6581-519
TXN-000585,CUST-00368,Thibault Allain,2002-09-27,vcharles@example.net,(028) 9018 0313,"7 Fox Falls, Lukeland, IG75 5UN",IT31M3281070560557384109600,ES8666161531766024456979,Elaine Hall,INTERNAL_TRANSFER,637.27,GBP,2024-05-08 14:09:05,VE,IT,14.4,0,CLEAR,220.98.216.201,754aad17-540
TXN-000586,CUST-00296,Hedy Zimmer,1966-06-19,jeremy60@example.com,0118 496 0882,"C. de Lucila Ayllón 818 Piso 8 , Girona, 08076",DE03036348745126193790,,Jill Cox,INTERNAL_TRANSFER,177.8,CHF,2026-01-06 04:28:25,FR,DK,10.9,0,CLEAR,101.11.70.50,4b57a744-4a8
TXN-000587,CUST-00333,Angela Gonzalez,1962-04-27,fournierchristelle@example.org,0687230636,"Thanelgasse 51/20, 67776 Schlüchtern",DE28932249673719675579,GB70ZEAT45402894438826,Loredana Liguori,SWIFT,3611.2,USD,2026-03-17 21:27:37,NL,SK,38.4,0,CLEAR,118.55.236.26,8bc02f6f-c43
TXN-000588,CUST-01108,Ramona Pepe,1999-08-04,btravaglia@example.org,+39 3772418359,"7427 Shawn Lake Suite 452, Castroland, AR 79349",DE77472874075193914603,FR1782803568991085877707501,Toby Davies,CASH_WITHDRAWAL,1232.04,EUR,2025-03-05 00:03:28,PG,LU,43.2,0,CLEAR,170.177.128.189,73ac7305-f2d
TXN-000589,CUST-00287,Yves Carlier de la Morin,1993-03-15,awhite@example.net,02 18 63 38 63,"Borgo Elmo, 952, 85100, Potenza (PZ)",DE35665497705364434954,GB03EDUO62080128934828,Rachel Lawrence,INTERNAL_TRANSFER,607.86,EUR,2026-03-08 02:06:34,PG,KW,40.4,0,CLEAR,56.169.26.18,5ada641f-a20
TXN-000590,CUST-00709,Romana Barracco,2003-05-20,teresagaleati@example.org,824-304-1575x84276,"Camino de Manuelita Figueroa 43 Piso 6 , Burgos, 02305",GB97RIIZ57661629506410,GB10CRJC73265234655461,Mr Jamie Carter,WIRE_TRANSFER,16832.27,EUR,2025-05-15 17:42:09,CH,,59.2,0,CLEAR,126.210.157.211,42a39fb9-6f8
TXN-000591,CUST-00156,Terri Molina,1952-01-28,mantegazzagiovanna@example.org,+49(0) 542562860,"647, rue Rousset, 97242 Sainte Margot",DE34918505824055465120,,,CASH_WITHDRAWAL,234.73,JPY,2025-09-02 11:27:23,US,CZ,62.1,0,CLEAR,155.145.134.55,c8420fd1-f26
TXN-000592,CUST-00813,Evangelista Rosselli,1962-08-21,davidnichols@example.com,+49(0) 944280540,"319 Villa Causeway, Castrobury, AL 45362",ES1439003432926205555628,DE57975657833939943109,,INTERNAL_TRANSFER,8590.06,GBP,2025-01-07 06:38:24,IR,ZA,35.5,0,CLEAR,54.159.147.167,ebcf3672-87d
TXN-000593,CUST-00560,Massimiliano Sonnino,1989-09-09,claudiarusticucci@example.net,(0113) 496 0189,"Incrocio Antonello, 74 Piano 6, 50027, Chiocchio (FI)",GB64FODR87587509802075,ES6220469074390648477392,Mark Scott,INTERNAL_TRANSFER,3402.87,CHF,2025-11-22 01:59:44,FR,KP,28.8,0,CLEAR,94.146.16.76,7bd96b76-92f
TXN-000594,CUST-00729,Pilar Nerea Abad Carrillo,1952-08-14,ljones@example.net,+34 821694261,"Callejón de Alondra Batalla 8 Puerta 9 , Huelva, 12989",FR2256520831300161832152900,FR3741664308604283167232464,,SWIFT,2837.47,EUR,2026-02-20 10:52:38,LB,CZ,28.3,0,CLEAR,17.56.106.146,0fb1cfcf-64b
TXN-000595,CUST-01200,Jose Luis del Álvaro,2000-07-15,smithpaige@example.org,2723908479,"Acceso María Fernanda Portillo 77 Puerta 5 , Lleida, 50567",DE41790336759479109999,ES3737848652308045334304,Donna Aulenti,SEPA,11650.76,CHF,2025-03-25 07:13:00,US,PL,14.0,0,CLEAR,168.1.25.29,c4edd24a-f3f
